,age,workclass,education-num,marital-status,occupation,sex,capital-gain,capital-loss,hours-per-week,native-country,wage,capital-gain-bool,target,education_bachelors,education_below-hs,education_doc_prof,education_hs-grad,education_masters
22081,37, Private,9, Never-married, Other-service,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22082,28, Private,10, Married-civ-spouse, Craft-repair,1,0,0,63, United-States, <=50K,0,0,0,0,0,0,0
22083,38, Private,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22084,26, Private,9, Divorced, Machine-op-inspct,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22085,44, Private,10, Married-civ-spouse, Exec-managerial,1,0,0,40, United-States, >50K,0,1,0,0,0,0,0
22086,40, Private,10, Married-civ-spouse, Sales,1,4386,0,50, United-States, <=50K,1,0,0,0,0,0,0
22087,53, State-gov,9, Married-civ-spouse, Other-service,0,0,0,28, United-States, >50K,0,1,0,0,0,1,0
22088,31, Private,10, Married-civ-spouse, Exec-managerial,1,0,0,50, United-States, <=50K,0,0,0,0,0,0,0
22089,18, Private,9, Never-married, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22090,43, Self-emp-inc,9, Married-civ-spouse, Farming-fishing,1,0,0,45, United-States, <=50K,0,0,0,0,0,1,0
22091,30, Private,9, Never-married, Craft-repair,1,0,0,35, United-States, <=50K,0,0,0,0,0,1,0
22092,19, State-gov,9, Never-married, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22093,36, Private,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22094,19, ?,10, Never-married, ?,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22095,25, Private,14, Never-married, Prof-specialty,0,0,0,60, United-States, <=50K,0,0,0,0,0,0,1
22096,36, Private,7, Married-civ-spouse, Craft-repair,1,0,0,60, United-States, <=50K,0,0,0,1,0,0,0
22097,22, Private,10, Never-married, Other-service,0,0,0,50, United-States, <=50K,0,0,0,0,0,0,0
22098,42, Federal-gov,13, Married-civ-spouse, Prof-specialty,1,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
22099,33, State-gov,10, Never-married, Tech-support,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22100,38, Private,9, Never-married, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22101,21, ?,10, Married-civ-spouse, ?,0,3781,0,40, United-States, <=50K,1,0,0,0,0,0,0
22102,33, State-gov,9, Married-civ-spouse, Other-service,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22103,52, Self-emp-not-inc,9, Divorced, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22104,30, Private,10, Never-married, Sales,1,0,0,30, United-States, <=50K,0,0,0,0,0,0,0
22105,18, State-gov,10, Never-married, Adm-clerical,1,0,0,10, United-States, <=50K,0,0,0,0,0,0,0
22106,24, State-gov,10, Married-civ-spouse, Other-service,1,0,0,24, ?, <=50K,0,0,0,0,0,0,0
22107,17, Private,6, Never-married, Other-service,1,0,0,40, Mexico, <=50K,0,0,0,1,0,0,0
22108,48, Private,10, Never-married, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22109,66, ?,4, Married-civ-spouse, ?,1,0,0,32, United-States, <=50K,0,0,0,1,0,0,0
22110,46, Local-gov,10, Divorced, Tech-support,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22111,55, Private,9, Divorced, Exec-managerial,1,0,0,60, United-States, >50K,0,1,0,0,0,1,0
22112,28, Private,13, Never-married, Sales,0,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
22113,33, Private,9, Divorced, Other-service,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22114,44, Private,9, Married-civ-spouse, Sales,1,0,0,24, United-States, <=50K,0,0,0,0,0,1,0
22115,43, Private,9, Divorced, Exec-managerial,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22116,42, Private,10, Never-married, Exec-managerial,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22117,39, Private,11, Divorced, Exec-managerial,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22118,23, Private,6, Never-married, Handlers-cleaners,1,0,0,50, United-States, <=50K,0,0,0,1,0,0,0
22119,20, State-gov,10, Never-married, Other-service,0,0,0,20, United-States, <=50K,0,0,0,0,0,0,0
22120,29, Private,10, Divorced, Craft-repair,1,0,0,35, United-States, >50K,0,1,0,0,0,0,0
22121,54, Self-emp-not-inc,10, Married-civ-spouse, Sales,1,0,0,65, United-States, <=50K,0,0,0,0,0,0,0
22122,34, Private,11, Never-married, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22123,30, Private,13, Married-civ-spouse, Sales,1,0,0,40, United-States, >50K,0,1,1,0,0,0,0
22124,59, Private,7, Married-civ-spouse, Sales,1,0,0,60, United-States, <=50K,0,0,0,1,0,0,0
22125,40, Private,4, Divorced, Farming-fishing,0,0,0,40, United-States, <=50K,0,0,0,1,0,0,0
22126,37, Private,9, Separated, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22127,45, Private,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22128,55, Self-emp-not-inc,14, Married-civ-spouse, Prof-specialty,1,7298,0,40, United-States, >50K,1,1,0,0,0,0,1
22129,49, Local-gov,10, Married-civ-spouse, Protective-serv,1,0,0,44, United-States, >50K,0,1,0,0,0,0,0
22130,67, ?,14, Married-civ-spouse, ?,1,0,0,2, United-States, <=50K,0,0,0,0,0,0,1
22131,49, Self-emp-not-inc,12, Divorced, Exec-managerial,1,0,0,25, United-States, <=50K,0,0,0,0,0,0,0
22132,30, Federal-gov,9, Married-civ-spouse, Adm-clerical,1,0,0,40, United-States, >50K,0,1,0,0,0,1,0
22133,56, Federal-gov,10, Divorced, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22134,29, Private,10, Never-married, Prof-specialty,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22135,33, Private,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22136,25, Private,10, Never-married, Sales,1,0,0,42, United-States, <=50K,0,0,0,0,0,0,0
22137,28, Private,11, Married-civ-spouse, Tech-support,1,0,0,70, United-States, >50K,0,1,0,0,0,0,0
22138,23, Private,9, Never-married, Machine-op-inspct,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22139,39, Self-emp-not-inc,9, Married-civ-spouse, Farming-fishing,0,0,0,50, United-States, <=50K,0,0,0,0,0,1,0
22140,37, Self-emp-not-inc,13, Married-civ-spouse, Tech-support,1,0,0,40, United-States, >50K,0,1,1,0,0,0,0
22141,39, Private,14, Never-married, Prof-specialty,0,0,0,40, United-States, >50K,0,1,0,0,0,0,1
22142,32, Federal-gov,13, Married-civ-spouse, Adm-clerical,1,0,0,35, United-States, >50K,0,1,1,0,0,0,0
22143,26, Private,13, Never-married, Exec-managerial,0,0,0,45, United-States, <=50K,0,0,1,0,0,0,0
22144,57, Federal-gov,10, Divorced, Adm-clerical,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22145,36, Private,5, Married-civ-spouse, Sales,1,0,0,50, United-States, >50K,0,1,0,1,0,0,0
22146,30, Private,13, Married-civ-spouse, Sales,1,0,0,50, United-States, >50K,0,1,1,0,0,0,0
22147,27, Private,9, Married-civ-spouse, Craft-repair,1,0,0,50, United-States, <=50K,0,0,0,0,0,1,0
22148,21, Private,10, Never-married, Craft-repair,1,0,0,55, United-States, <=50K,0,0,0,0,0,0,0
22149,22, Private,9, Married-civ-spouse, Machine-op-inspct,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22150,43, Local-gov,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22151,20, Private,10, Never-married, Adm-clerical,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22152,30, Private,9, Married-civ-spouse, Exec-managerial,1,0,0,65, United-States, >50K,0,1,0,0,0,1,0
22153,57, Private,14, Married-civ-spouse, Tech-support,1,0,0,40, United-States, >50K,0,1,0,0,0,0,1
22154,42, Private,11, Separated, Prof-specialty,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22155,29, Private,11, Divorced, Other-service,0,0,0,45, Columbia, <=50K,0,0,0,0,0,0,0
22156,44, Local-gov,9, Married-civ-spouse, Protective-serv,1,0,0,52, United-States, >50K,0,1,0,0,0,1,0
22157,28, Private,12, Divorced, Exec-managerial,0,0,0,43, United-States, <=50K,0,0,0,0,0,0,0
22158,42, Private,9, Married-civ-spouse, Handlers-cleaners,1,0,0,40, United-States, >50K,0,1,0,0,0,1,0
22159,26, Private,13, Never-married, Other-service,1,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
22160,29, Private,10, Divorced, Prof-specialty,0,0,0,36, United-States, <=50K,0,0,0,0,0,0,0
22161,42, Private,13, Divorced, Adm-clerical,1,0,0,30, United-States, <=50K,0,0,1,0,0,0,0
22162,30, Private,9, Married-civ-spouse, Transport-moving,1,0,0,50, United-States, <=50K,0,0,0,0,0,1,0
22163,21, State-gov,10, Never-married, Other-service,0,0,0,10, United-States, <=50K,0,0,0,0,0,0,0
22164,59, Private,9, Married-civ-spouse, Exec-managerial,1,0,0,30, United-States, >50K,0,1,0,0,0,1,0
22165,21, ?,10, Never-married, ?,1,0,0,30, United-States, <=50K,0,0,0,0,0,0,0
22166,56, Private,9, Divorced, Transport-moving,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22167,39, Private,1, Never-married, Other-service,0,0,0,12, United-States, <=50K,0,0,0,1,0,0,0
22168,21, Private,10, Never-married, Adm-clerical,1,0,0,50, United-States, <=50K,0,0,0,0,0,0,0
22169,48, Private,13, Married-spouse-absent, Prof-specialty,1,0,0,37, United-States, >50K,0,1,1,0,0,0,0
22170,35, State-gov,9, Married-civ-spouse, Protective-serv,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22171,43, Private,13, Separated, Exec-managerial,1,0,0,60, United-States, >50K,0,1,1,0,0,0,0
22172,23, Private,11, Never-married, Other-service,0,0,0,15, United-States, <=50K,0,0,0,0,0,0,0
22173,17, ?,6, Never-married, ?,1,0,0,12, United-States, <=50K,0,0,0,1,0,0,0
22174,41, Private,13, Married-civ-spouse, Exec-managerial,1,0,0,40, Japan, >50K,0,1,1,0,0,0,0
22175,35, Self-emp-inc,14, Married-civ-spouse, Adm-clerical,1,0,0,50, United-States, <=50K,0,0,0,0,0,0,1
22176,22, Private,10, Never-married, Sales,1,0,0,35, United-States, <=50K,0,0,0,0,0,0,0
22177,53, Private,9, Divorced, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22178,42, Private,10, Never-married, Machine-op-inspct,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22179,36, Private,9, Separated, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22180,44, Local-gov,13, Married-civ-spouse, Prof-specialty,1,0,0,50, United-States, <=50K,0,0,1,0,0,0,0
22181,27, Private,13, Married-civ-spouse, Adm-clerical,0,0,0,40, Cuba, >50K,0,1,1,0,0,0,0
22182,39, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22183,59, Private,5, Married-civ-spouse, Machine-op-inspct,1,0,0,40, United-States, <=50K,0,0,0,1,0,0,0
22184,34, Local-gov,10, Never-married, Other-service,1,0,0,48, United-States, <=50K,0,0,0,0,0,0,0
22185,17, Private,8, Never-married, Sales,0,0,0,23, United-States, <=50K,0,0,0,0,0,1,0
22186,31, Private,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22187,59, Private,10, Married-civ-spouse, Exec-managerial,1,0,0,12, United-States, <=50K,0,0,0,0,0,0,0
22188,39, Private,10, Married-spouse-absent, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22189,46, State-gov,13, Married-civ-spouse, Prof-specialty,1,0,0,40, United-States, >50K,0,1,1,0,0,0,0
22190,31, Private,9, Married-spouse-absent, Other-service,0,0,0,80, Italy, <=50K,0,0,0,0,0,1,0
22191,27, Private,13, Never-married, Sales,1,0,1504,45, United-States, <=50K,0,0,1,0,0,0,0
22192,18, Private,7, Never-married, Handlers-cleaners,1,0,0,12, United-States, <=50K,0,0,0,1,0,0,0
22193,46, Private,10, Married-civ-spouse, Exec-managerial,1,0,0,60, United-States, >50K,0,1,0,0,0,0,0
22194,55, Private,13, Married-civ-spouse, Adm-clerical,1,0,0,40, United-States, >50K,0,1,1,0,0,0,0
22195,48, Private,13, Divorced, Handlers-cleaners,1,0,0,43, United-States, <=50K,0,0,1,0,0,0,0
22196,53, Private,9, Married-civ-spouse, Sales,0,0,0,26, United-States, <=50K,0,0,0,0,0,1,0
22197,44, Self-emp-not-inc,13, Married-civ-spouse, Exec-managerial,1,0,0,48, South, >50K,0,1,1,0,0,0,0
22198,43, Private,10, Married-civ-spouse, Transport-moving,1,0,0,50, United-States, <=50K,0,0,0,0,0,0,0
22199,50, Private,9, Separated, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22200,56, Private,4, Divorced, Machine-op-inspct,0,0,0,20, Yugoslavia, <=50K,0,0,0,1,0,0,0
22201,27, Private,9, Married-civ-spouse, Machine-op-inspct,1,0,0,40, Mexico, <=50K,0,0,0,0,0,1,0
22202,20, Private,9, Never-married, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22203,18, Local-gov,6, Never-married, Protective-serv,0,0,0,6, United-States, <=50K,0,0,0,1,0,0,0
22204,34, Private,9, Married-civ-spouse, Craft-repair,1,0,1848,50, United-States, >50K,0,1,0,0,0,1,0
22205,38, Private,10, Divorced, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22206,40, Self-emp-inc,13, Married-civ-spouse, Craft-repair,1,0,0,15, United-States, <=50K,0,0,1,0,0,0,0
22207,55, Private,10, Divorced, Protective-serv,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22208,35, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair,0,0,0,40, United-States, >50K,0,1,0,0,0,1,0
22209,26, Private,9, Never-married, Machine-op-inspct,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22210,54, State-gov,13, Married-civ-spouse, Exec-managerial,1,0,0,40, Puerto-Rico, >50K,0,1,1,0,0,0,0
22211,22, Private,9, Never-married, Adm-clerical,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22212,52, Local-gov,9, Divorced, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22213,33, Private,6, Separated, Handlers-cleaners,1,0,0,40, United-States, <=50K,0,0,0,1,0,0,0
22214,42, Private,14, Married-civ-spouse, Prof-specialty,1,0,0,40, United-States, >50K,0,1,0,0,0,0,1
22215,19, Without-pay,9, Never-married, Farming-fishing,1,0,0,10, United-States, <=50K,0,0,0,0,0,1,0
22216,45, Private,10, Divorced, Craft-repair,1,0,0,99, United-States, <=50K,0,0,0,0,0,0,0
22217,53, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair,1,3103,0,72, United-States, <=50K,1,0,0,0,0,1,0
22218,46, Private,9, Divorced, Adm-clerical,0,0,1590,43, United-States, <=50K,0,0,0,0,0,1,0
22219,25, Private,10, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22220,90, Private,13, Never-married, Prof-specialty,1,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
22221,33, Private,9, Never-married, Sales,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22222,45, Private,10, Divorced, Protective-serv,1,0,0,70, United-States, <=50K,0,0,0,0,0,0,0
22223,47, Private,9, Married-civ-spouse, Sales,1,0,0,40, United-States, >50K,0,1,0,0,0,1,0
22224,38, Local-gov,14, Never-married, Prof-specialty,1,0,0,43, United-States, <=50K,0,0,0,0,0,0,1
22225,35, ?,15, Never-married, ?,1,4787,0,45, Japan, >50K,1,1,0,0,1,0,0
22226,37, Private,9, Married-civ-spouse, Farming-fishing,1,0,0,30, United-States, <=50K,0,0,0,0,0,1,0
22227,53, State-gov,14, Married-civ-spouse, Exec-managerial,1,0,0,70, United-States, >50K,0,1,0,0,0,0,1
22228,56, Private,13, Married-civ-spouse, Prof-specialty,1,0,0,40, United-States, >50K,0,1,1,0,0,0,0
22229,18, Private,7, Never-married, Handlers-cleaners,1,0,0,15, United-States, <=50K,0,0,0,1,0,0,0
22230,44, Private,9, Married-civ-spouse, Craft-repair,1,0,0,40, ?, <=50K,0,0,0,0,0,1,0
22231,50, Private,10, Divorced, Tech-support,0,0,0,36, United-States, <=50K,0,0,0,0,0,0,0
22232,26, Private,13, Never-married, Adm-clerical,1,0,0,20, United-States, <=50K,0,0,1,0,0,0,0
22233,36, Private,10, Never-married, Tech-support,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22234,37, Private,7, Divorced, Handlers-cleaners,0,0,0,40, United-States, <=50K,0,0,0,1,0,0,0
22235,32, Private,13, Never-married, Exec-managerial,0,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
22236,38, Self-emp-not-inc,12, Married-civ-spouse, Sales,1,0,0,60, United-States, <=50K,0,0,0,0,0,0,0
22237,62, Private,9, Divorced, Other-service,0,0,0,84, United-States, <=50K,0,0,0,0,0,1,0
22238,46, Private,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22239,41, Private,9, Never-married, Machine-op-inspct,1,2174,0,41, United-States, <=50K,1,0,0,0,0,1,0
22240,37, Private,9, Married-civ-spouse, Farming-fishing,1,0,0,15, United-States, <=50K,0,0,0,0,0,1,0
22241,27, Private,10, Never-married, Adm-clerical,0,0,0,45, ?, <=50K,0,0,0,0,0,0,0
22242,38, Private,12, Married-civ-spouse, Adm-clerical,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22243,35, Private,8, Never-married, Sales,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22244,34, Private,13, Never-married, Exec-managerial,0,0,0,40, United-States, <=50K,0,0,1,0,0,0,0
22245,50, Private,9, Married-civ-spouse, Handlers-cleaners,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22246,28, Private,10, Married-civ-spouse, Adm-clerical,0,7298,0,32, United-States, >50K,1,1,0,0,0,0,0
22247,67, Local-gov,13, Divorced, Adm-clerical,0,6360,0,35, United-States, <=50K,1,0,1,0,0,0,0
22248,34, Self-emp-not-inc,10, Married-civ-spouse, Exec-managerial,1,0,0,30, United-States, <=50K,0,0,0,0,0,0,0
22249,19, Private,10, Never-married, Sales,0,0,0,25, United-States, <=50K,0,0,0,0,0,0,0
22250,23, Private,9, Never-married, Adm-clerical,1,0,0,30, United-States, <=50K,0,0,0,0,0,1,0
22251,50, Private,9, Married-civ-spouse, Machine-op-inspct,1,0,0,45, United-States, >50K,0,1,0,0,0,1,0
22252,45, Local-gov,14, Married-civ-spouse, Exec-managerial,1,7688,0,50, United-States, >50K,1,1,0,0,0,0,1
22253,17, Private,8, Never-married, Other-service,1,0,0,16, United-States, <=50K,0,0,0,0,0,1,0
22254,59, ?,9, Married-civ-spouse, ?,0,0,0,40, United-States, >50K,0,1,0,0,0,1,0
22255,25, Private,9, Never-married, Adm-clerical,0,0,0,48, United-States, <=50K,0,0,0,0,0,1,0
22256,21, Private,10, Never-married, Prof-specialty,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22257,50, Private,15, Married-civ-spouse, Prof-specialty,1,0,0,50, United-States, >50K,0,1,0,0,1,0,0
22258,17, Private,6, Never-married, Sales,0,0,0,20, United-States, <=50K,0,0,0,1,0,0,0
22259,63, Private,9, Widowed, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22260,31, Local-gov,14, Never-married, Prof-specialty,1,0,0,43, United-States, <=50K,0,0,0,0,0,0,1
22261,45, Private,9, Divorced, Transport-moving,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22262,25, Private,9, Never-married, Machine-op-inspct,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22263,20, Private,8, Never-married, Farming-fishing,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22264,31, Private,10, Never-married, Sales,0,0,0,40, ?, <=50K,0,0,0,0,0,0,0
22265,42, Private,16, Married-civ-spouse, Prof-specialty,1,0,0,40, France, <=50K,0,0,0,0,1,0,0
22266,56, Private,10, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, >50K,0,1,0,0,0,0,0
22267,47, Private,9, Never-married, Farming-fishing,0,0,0,46, United-States, <=50K,0,0,0,0,0,1,0
22268,69, Private,9, Divorced, Other-service,0,0,0,32, United-States, <=50K,0,0,0,0,0,1,0
22269,42, Private,13, Married-civ-spouse, Prof-specialty,0,0,0,55, United-States, <=50K,0,0,1,0,0,0,0
22270,19, Private,9, Never-married, Handlers-cleaners,0,0,0,60, Guatemala, <=50K,0,0,0,0,0,1,0
22271,56, Self-emp-not-inc,10, Married-civ-spouse, Farming-fishing,1,0,0,50, United-States, <=50K,0,0,0,0,0,0,0
22272,33, Private,13, Married-civ-spouse, Adm-clerical,1,0,1902,50, United-States, >50K,0,1,1,0,0,0,0
22273,61, Federal-gov,14, Widowed, Prof-specialty,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,1
22274,38, Private,9, Divorced, Other-service,0,0,0,35, United-States, <=50K,0,0,0,0,0,1,0
22275,50, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair,1,99999,0,50, United-States, >50K,1,1,0,0,0,1,0
22276,39, Private,10, Divorced, Exec-managerial,1,0,0,50, United-States, >50K,0,1,0,0,0,0,0
22277,35, Self-emp-not-inc,9, Married-civ-spouse, Transport-moving,1,0,0,50, United-States, <=50K,0,0,0,0,0,1,0
22278,27, Private,10, Divorced, Adm-clerical,0,0,0,44, United-States, <=50K,0,0,0,0,0,0,0
22279,40, Self-emp-inc,10, Married-civ-spouse, Farming-fishing,1,0,0,40, United-States, >50K,0,1,0,0,0,0,0
22280,59, State-gov,16, Married-civ-spouse, Prof-specialty,1,0,0,40, United-States, >50K,0,1,0,0,1,0,0
22281,20, ?,10, Never-married, ?,0,0,0,15, United-States, <=50K,0,0,0,0,0,0,0
22282,42, Federal-gov,9, Married-civ-spouse, Tech-support,1,0,0,30, United-States, >50K,0,1,0,0,0,1,0
22283,59, Private,10, Separated, Adm-clerical,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22284,54, Self-emp-inc,16, Married-civ-spouse, Prof-specialty,1,0,0,60, United-States, >50K,0,1,0,0,1,0,0
22285,38, Private,10, Married-civ-spouse, Exec-managerial,1,0,1902,50, United-States, >50K,0,1,0,0,0,0,0
22286,53, Private,13, Married-civ-spouse, Sales,1,0,0,30, United-States, <=50K,0,0,1,0,0,0,0
22287,20, Private,10, Never-married, Exec-managerial,0,0,0,30, United-States, <=50K,0,0,0,0,0,0,0
22288,54, Federal-gov,10, Married-civ-spouse, Exec-managerial,1,0,0,40, United-States, >50K,0,1,0,0,0,0,0
22289,41, Self-emp-not-inc,14, Never-married, Exec-managerial,1,0,0,45, United-States, >50K,0,1,0,0,0,0,1
22290,33, Local-gov,9, Divorced, Tech-support,0,0,0,55, United-States, <=50K,0,0,0,0,0,1,0
22291,35, Private,9, Widowed, Exec-managerial,0,0,0,30, United-States, <=50K,0,0,0,0,0,1,0
22292,22, Private,9, Never-married, Handlers-cleaners,1,0,0,50, Portugal, <=50K,0,0,0,0,0,1,0
22293,45, Self-emp-not-inc,13, Married-civ-spouse, Farming-fishing,1,0,1485,70, United-States, >50K,0,1,1,0,0,0,0
22294,29, Private,14, Never-married, Prof-specialty,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,1
22295,56, Self-emp-not-inc,14, Divorced, Sales,0,0,2339,60, United-States, <=50K,0,0,0,0,0,0,1
22296,23, Private,13, Never-married, Prof-specialty,0,0,0,25, United-States, <=50K,0,0,1,0,0,0,0
22297,30, Private,9, Never-married, Other-service,0,0,0,35, United-States, <=50K,0,0,0,0,0,1,0
22298,17, Private,7, Never-married, Priv-house-serv,0,0,0,25, United-States, <=50K,0,0,0,1,0,0,0
22299,35, Local-gov,10, Separated, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22300,25, Private,2, Never-married, Priv-house-serv,0,0,0,40, Guatemala, <=50K,0,0,0,1,0,0,0
22301,42, State-gov,11, Married-civ-spouse, Protective-serv,1,0,0,40, United-States, >50K,0,1,0,0,0,0,0
22302,42, Private,9, Never-married, Other-service,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22303,19, Private,9, Never-married, Handlers-cleaners,1,0,0,30, United-States, <=50K,0,0,0,0,0,1,0
22304,32, Private,12, Never-married, Adm-clerical,0,0,0,45, United-States, <=50K,0,0,0,0,0,0,0
22305,44, Private,10, Divorced, Adm-clerical,0,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22306,53, Private,10, Married-civ-spouse, Craft-repair,1,0,0,36, United-States, >50K,0,1,0,0,0,0,0
22307,47, Self-emp-not-inc,13, Widowed, Exec-managerial,0,0,0,60, Thailand, <=50K,0,0,1,0,0,0,0
22308,24, Private,10, Never-married, Handlers-cleaners,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22309,30, State-gov,10, Married-civ-spouse, Prof-specialty,0,0,0,40, United-States, >50K,0,1,0,0,0,0,0
22310,42, Private,9, Separated, Sales,0,0,0,45, United-States, <=50K,0,0,0,0,0,1,0
22311,19, Private,9, Never-married, Other-service,0,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22312,37, Self-emp-not-inc,7, Never-married, Farming-fishing,1,0,0,37, United-States, <=50K,0,0,0,1,0,0,0
22313,26, Self-emp-not-inc,6, Married-civ-spouse, Farming-fishing,1,0,0,99, United-States, <=50K,0,0,0,1,0,0,0
22314,25, Local-gov,9, Never-married, Farming-fishing,1,0,1719,16, United-States, <=50K,0,0,0,0,0,1,0
22315,52, Private,10, Married-civ-spouse, Sales,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22316,50, Local-gov,9, Married-civ-spouse, Transport-moving,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22317,40, Private,15, Married-civ-spouse, Prof-specialty,1,99999,0,40, ?, >50K,1,1,0,0,1,0,0
22318,32, Private,9, Married-spouse-absent, Handlers-cleaners,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22319,37, Private,9, Married-civ-spouse, Transport-moving,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22320,42, Local-gov,14, Never-married, Prof-specialty,0,0,1741,35, United-States, <=50K,0,0,0,0,0,0,1
22321,47, Private,9, Married-civ-spouse, Craft-repair,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
22322,47, Private,10, Married-civ-spouse, Handlers-cleaners,1,0,0,40, United-States, <=50K,0,0,0,0,0,0,0
22323,28, Private,13, Married-civ-spouse, Exec-managerial,0,0,0,40, United-States, >50K,0,1,1,0,0,0,0
22324,27, Private,13, Married-civ-spouse, Exec-managerial,0,0,0,40, South, <=50K,0,0,1,0,0,0,0
22325,61, Self-emp-not-inc,9, Married-civ-spouse, Transport-moving,1,0,0,40, United-States, <=50K,0,0,0,0,0,1,0
